mean_pps,mean_bps,total_packets,total_bytes,var_pps,label
562500.7830759595,6554457.80778204,107,1303,458901037662.6687,BENIGN
208145.0733304404,13378948.315270098,319,32516,251631445020.07187,BENIGN
2581.160385179594,33114.11735377194,4075,54517,27586842.330280893,BENIGN
746.4176707183667,8277.504634786348,4893,61783,177374.1149080576,BENIGN
803.067854891988,8682.696455816998,4614,59217,266258.7135682006,BENIGN
699.2491087271436,8497.043605645307,4858,62396,134161.24153862108,BENIGN
778.5636692424249,8764.035783325902,4335,57959,285075.58711658756,BENIGN
1552.1772488582462,20806.045971559466,3397,43651,35100578.30134551,BENIGN
44281.807398362886,1206110.9350170186,231,5890,19444934687.106026,BENIGN
4611.110593709682,59132.961173048,400,26809,90772438.61938506,BENIGN
130.80167770036024,3302.1753785685687,116,3010,374573.8213418538,BENIGN
286.5015219597944,8197.909201138626,116,2961,1009619.9986931507,BENIGN
103.56033028339017,2630.37859392536,114,2947,169091.26137056868,BENIGN
117.21529519922699,2893.4610208471304,122,3127,324291.3632224612,BENIGN
977.646598894344,9161.235095828866,4694,71311,11063031.332061496,BENIGN
886.0143375072998,5783.692182294154,1131,69493,12369966.507555626,BENIGN
4021.1887346325066,84403.1829326556,910,67234,67762742.9753335,BENIGN
10969.125437541406,208705.72769077544,240,5012,124851440.3221454,BENIGN
8325.087592503794,149287.85976344795,246,5096,100941659.08959477,BENIGN
7805.932956132217,164279.35057491163,252,5568,108764872.77674632,BENIGN
6766.734391128341,140760.62418292573,264,6224,84542162.56740354,BENIGN
8708.765344574811,178083.8658702264,256,5946,102857301.02334277,BENIGN
9495.416153258184,185058.69406101725,242,5114,109126110.40799586,BENIGN
9162.878539399979,192149.20171491904,264,5922,108635077.98240681,BENIGN
10562.170110683146,201231.30386885788,254,5238,116898231.29374228,BENIGN
8170.376167349848,157334.5994729417,427,18540,105842606.92530045,BENIGN
1473.890789244585,9051.794963582382,667,33353,23239641.020297915,BENIGN
441.61904932885506,2865.4878485990976,879,43417,9446034.639050767,BENIGN
308.4003471377345,6086.6416493221295,1292,90783,4588123.734213878,BENIGN
494.10225905197024,2310.1238315668797,904,43649,5646081.613825491,BENIGN
962.4646429243425,6052.053776316678,697,28035,10550797.736985387,BENIGN
55516.23736978715,769679.9046270773,906,12984,26255717802.06113,BENIGN
134442.32175981975,3061557.915026849,1195,1290879,111278446218.90968,BENIGN
307733.4749493854,3594723.2741460903,108,764,304720451547.0769,BENIGN
282600.1745301234,2783902.164043101,115,780,199589429583.53284,BENIGN
243960.54290725527,2494195.7457806994,135,22902,200023350086.4708,BENIGN
126123.86475856755,559775.7315075676,694,76590,54373583055.365875,BENIGN
866.3909813299236,6198.294397041365,1925,98272,34667159.87709111,BENIGN
6764.358406958194,126578.14437843167,226,5508,109857909.01538514,BENIGN
11423.264527348721,233908.21630814602,252,5656,134864738.03538465,BENIGN
10108.735776943744,204374.5856878616,250,5510,125435784.52019316,BENIGN
5283.281654902824,103030.8636190671,1795,23896,82070558.06929795,BENIGN
16140.861915096688,68046.87175853732,497,21536,5004704111.654005,BENIGN
7015.7862377943575,17765.105829103584,951,59771,1636483478.2482464,BENIGN
14294.580182396261,92959.69858121435,843,40903,8877507044.81443,BENIGN
14975.913961086968,109254.95488789286,1370,60713,8909439098.52783,BENIGN
2629.8423883605137,51629.079968002305,543,55316,58594853.89435825,BENIGN
10658.853461339166,215146.47231325804,200,3918,75839138.32552446,BENIGN
8741.995001071347,153162.96664472914,200,3672,99262766.19790529,BENIGN
8112.100893903918,147802.76921694283,200,3660,77098280.93438877,BENIGN
5444.927388817483,100740.17483227642,204,3600,69220149.07004476,BENIGN
2749.0448582533177,41382.65823972513,1229,10726,41098797.05933022,BENIGN
2345.48405912707,34528.073170022915,4425,136836,78708310.68026298,BENIGN
245.11322291387285,2520.44970169203,2094,42944,185806.24393474945,BENIGN
40837.06880624313,245106.71443908964,903,43860,79964958715.84695,BENIGN
801.2413542937512,2248.350819701234,840,323510,15727516.24239899,BENIGN
97.64696704861554,3369.159872536614,871,58423,14243.991766649378,BENIGN
50331.43695099791,301154.96772543277,1247,116957,84154648791.02235,BENIGN
12762.370720571687,242805.55002805582,509,13198,73238730.39782265,BENIGN
13555.156448720172,230967.471514991,200,3356,117882888.43352462,BENIGN
4802.746503011823,84397.68963256449,1165,35360,54729770.08723297,BENIGN
37876.68671973767,227493.9630055479,1195,49725,21852178488.10345,BENIGN
58688.00116408577,1475247.7111152536,444,14329,40923497963.22966,BENIGN
267.8430817240099,7808.3726660544335,102,2731,912255.9474587475,BENIGN
187.8448608162934,5026.51205602857,104,2763,437802.9542118624,BENIGN
738.9272472702421,19301.71789538417,112,2775,2229934.604674911,BENIGN
2212.5423365385864,27793.370369025524,214,5730,51328145.3462809,BENIGN
